name,address1,address2,address3,borough_name,website,os_addressbase_uprn,borough_code,ward_2018_name,ward_2018_code,longitude,latitude,easting,northing,category,year,,,,,,,,,,
,Honeywood Walk,Carshalton,Surrey,Sutton,http://www.friendsofhoneywood.co.uk/,5870115967,E09000029,,,-0.163496882,51.36460606,527947.8484,164438.3386,Museums and Public Galleries,2023,,,,,,,,,,
,Bankside,,,Southwark,http://www.tate.org.uk/modern,10000813334,E09000028,,,-0.097789441,51.50710595,532110.4095,180400.8869,Museums and Public Galleries,2023,,,,,,,,,,
,83 Bermondsey Street,,,Southwark,http://www.ftmlondon.org/,10000818830,E09000028,,,-0.080203629,51.50066771,533349.551,179716.8198,Museums and Public Galleries,2023,,,,,,,,,,
,399 High St,Brentford,,Hounslow,https://www.musicalmuseum.co.uk/,10001271544,E09000018,,,-0.291568435,51.48739874,518714.2611,177877.7613,Museums and Public Galleries,2023,,,,,,,,,,
,Molesey,East Molesey,,Richmond upon Thames,https://www.hrp.org.uk/hampton-court-palace/,10002266633,E09000027,,,-0.336075749,51.40333861,515836.6121,168458.7886,Museums and Public Galleries,2023,,,,,,,,,,
,Royal Botanic Gardens Kew,Richmond,,Richmond upon Thames,https://www.hrp.org.uk/kew-palace/,10002266941,E09000027,,,-0.289611457,51.48476211,518856.9723,177587.7387,Museums and Public Galleries,2023,,,,,,,,,,
,268 Waldegrave Rd,Twickenham,,Richmond upon Thames,http://www.strawberryhillhouse.org.uk/,10002267260,E09000027,,,-0.333172189,51.43770637,515951.6376,172285.2114,Museums and Public Galleries,2023,,,,,,,,,,
,Pinner Memorial Park,West End Lane,Pinner,Harrow,www.heathrobinsonmuseum.org,10002293329,E09000015,,,-0.385111771,51.59197479,511963.149,189359.7765,Museums and Public Galleries,2023,,,,,,,,,,
,Headstone Manor,Pinner View,ÃÂ Harrow,Harrow,http://www.harrow.gov.uk/info/200070/museums_and_galleries/190/harrow_museum,10002293456,E09000015,,,-0.353505542,51.59396486,514147.4368,189629.9386,Museums and Public Galleries,2023,,,,,,,,,,
,1 Reading Lane,,,Hackney,http://www.hackney.gov.uk/cm-museum.htm,10008313143,E09000012,,,-0.054481199,51.54397082,535006.6997,184579.3952,Museums and Public Galleries,2023,,,,,,,,,,
,Three Mill Lane,Bromley-by-Bow,,Newham,,10008997232,E09000025,,,-0.005984978,51.52689584,538421.0758,182771.1126,Museums and Public Galleries,2023,,,,,,,,,,
,National Maritime Museum,Greenwich,,Greenwich,http://www.rmg.co.uk/,10010231322,E09000011,,,-0.002131999,51.48063722,538828.8675,177634.5231,Museums and Public Galleries,2023,,,,,,,,,,
,Court Yard,,,Greenwich,http://www.english-heritage.org.uk/elthampalace,10010235842,E09000011,,,0.049538845,51.44646434,542522.9353,173933.6759,Museums and Public Galleries,2023,,,,,,,,,,
,Romney Road,,,Greenwich,http://www.rmg.co.uk/national-maritime-museum#,10010243516,E09000011,,,-0.003622409,51.48042509,538726.0229,177608.1127,Museums and Public Galleries,2023,,,,,,,,,,
,Sutton's Hospital,Charterhouse Square,,Islington,http://www.thecharterhouse.org/,10023218636,E09000019,,,-0.098458374,51.52080505,532024.3911,181923.0233,Museums and Public Galleries,2023,,,,,,,,,,
,"The MasterÃ¢â¬â¢s House, The Old Lambeth Workhouse",2 Dugard Way,Kennington,Lambeth,http://www.rmg.co.uk/cuttysark,10023852579,E09000022,,,-0.103585874,51.49176679,531752.3806,178684.7282,Museums and Public Galleries,2023,,,,,,,,,,
,The Royal Institution,21 Albemarle Street,,Westminster,http://www.rigb.org/,10033528771,E09000033,,,-0.14097368,51.50943533,529107.0773,180582.923,Museums and Public Galleries,2023,,,,,,,,,,
,Millbank,,,Westminster,http://www.tate.org.uk/britain,10033538284,E09000033,,,-0.125600103,51.49035804,530228.2143,178488.7184,Museums and Public Galleries,2023,,,,,,,,,,
,Burlington House,Piccadilly,Mayfair,Westminster,www.Ã¢â¬â¹sal.Ã¢â¬â¹org.Ã¢â¬â¹uk,10033541032,E09000033,,,-0.138169461,51.50822168,529305.1003,180452.9098,Museums and Public Galleries,2023,,,,,,,,,,
,Burlington House,Piccadilly,,Westminster,http://www.royalacademy.org.uk/,10033541035,E09000033,,,-0.137996003,51.50858766,529316.1011,180493.9134,Museums and Public Galleries,2023,,,,,,,,,,
,LordÃ¢â¬â¢s Ground,,,Westminster,http://www.lords.org/,10033543781,E09000033,,,-0.171475242,51.52803681,526938.8217,182598.1247,Museums and Public Galleries,2023,,,,,,,,,,
,Somerset House,Strand,,Westminster,http://www.courtauld.ac.uk/gallery,10033544134,E09000033,,,-0.116370226,51.51050867,530811.2628,180745.9282,Museums and Public Galleries,2023,,,,,,,,,,
,Horseguards Parade,Whitehall,,Westminster,http://www.culture24.org.uk/se000447,10033545888,E09000033,,,-0.125655069,51.50446986,530184.2005,180057.8677,Museums and Public Galleries,2023,,,,,,,,,,
,1Ã¢â¬â5 York Gate,Marylebone Road,,Westminster,http://www.ram.ac.uk/museum,10033546476,E09000033,,,-0.150758163,51.52299939,528389.985,182074.0668,Museums and Public Galleries,2023,,,,,,,,,,
,Wellington Barracks,Birdcage Walk,,Westminster,http://www.theguardsmuseum.com/,10033547407,E09000033,,,-0.136697005,51.4990968,529433.1236,179440.8138,Museums and Public Galleries,2023,,,,,,,,,,
,Whitehall,,,Westminster,www.hrp.org.uk,10033549112,E09000033,,,-0.124347466,51.50402625,530276.211,180010.8623,Museums and Public Galleries,2023,,,,,,,,,,
,Ground Floor,Clarence Memorial Wing St Mary's Hosp,Praed Street,Westminster,,10033554476,E09000033,,,-0.172051702,51.51688486,526929.8317,181357.0082,Museums and Public Galleries,2023,,,,,,,,,,
,Hertford House,Manchester Square,,Westminster,http://www.wallacecollection.org/,10033582984,E09000033,,,-0.151317737,51.51665878,528368.989,181368.0007,Museums and Public Galleries,2023,,,,,,,,,,
,The College of Optometrists,41-42 Craven St,,Westminster,https://www.college-optometrists.org/the-college/museum.html,10033590012,E09000033,,,-0.123773966,51.50733274,530306.5808,180379.5669,Museums and Public Galleries,2023,,,,,,,,,,
,21 Portland Pl,Marylebone,,Westminster,https://www.aagbi.org/education/heritage-centre/anaesthesia-museum,10033598850,E09000033,,,-0.143529719,51.51888307,528903.0451,181629.0223,Museums and Public Galleries,2023,,,,,,,,,,
,Royal Philatelic Society London,41 Devonshire Place,Marylebone,Westminster,http://www.rpsl.org.uk/,10033629406,E09000033,,,-0.14850506,51.52096728,528552.0046,181852.0452,Museums and Public Galleries,2023,,,,,,,,,,
,Clive Steps,King Charles Street,,Westminster,http://iwm.org.uk/,10033636263,E09000033,,,-0.127796465,51.50166677,530043.568,179742.3584,Museums and Public Galleries,2023,,,,,,,,,,
,19-21 High St,Romford,,Havering,www.haveringmuseum.org.uk/,10070706838,E09000016,,,0.181204103,51.5774139,551237.6788,188759.115,Museums and Public Galleries,2023,,,,,,,,,,
,Richmond Rd,Twickenham,,Richmond upon Thames,http://www.culture24.org.uk/se000472,10070709920,E09000027,,,-0.311746658,51.44900128,517411.7528,173575.3794,Museums and Public Galleries,2023,,,,,,,,,,
,Old Town Hall,Whittaker Avenue,Richmond,Richmond upon Thames,www.Ã¢â¬â¹museumofrichmond.Ã¢â¬â¹com,10070710719,E09000027,,,-0.305011527,51.45830224,517855.8088,174620.4858,Museums and Public Galleries,2023,,,,,,,,,,
,Twickenham Stadium,Rugby Road,Twickenham,Richmond upon Thames,http://www.rfu.com/museum,10070721329,E09000027,,,-0.33915697,51.4547979,515492.5723,174176.4415,Museums and Public Galleries,2023,,,,,,,,,,
,Mansion House Drive Stanmore,,,Harrow,www.bentleypriory.org,10091091981,E09000015,,,-0.331493386,51.62601154,515590.6756,193228.2319,Museums and Public Galleries,2023,,,,,,,,,,
,1 Windrush Square,,,Lambeth,www.bcaheritage.org.uk,10091118537,E09000022,,,-0.11299205,51.45999969,531190.4264,175135.3246,Museums and Public Galleries,2023,,,,,,,,,,
,Redbridge Central Library,Clements Road,lford,Redbridge,redbridgefirstworldwar.org.uk,10091799736,E09000026,,,0.076933039,51.55755549,544075.866,186340.5691,Museums and Public Galleries,2023,,,,,,,,,,
,100 London Road,Forest Hill,,Lewisham,http://www.horniman.ac.uk/,10091839078,E09000023,,,-0.059150882,51.44061193,534987.7277,173077.218,Museums and Public Galleries,2023,,,,,,,,,,
,Freemasons' Hall,60 Great Queen Street,,Camden,http://www.freemasonry.london.museum/,10091860258,E09000007,,,-0.119529012,51.51465144,530580.2338,181200.9714,Museums and Public Galleries,2023,,,,,,,,,,
,The Old Works. Thames Water S.T.W.,Bazalgette Way,Abbey Wood,Bexley,http://www.crossness.org.uk/,10091915267,E09000004,,,0.13561791,51.50529066,548313.2433,180645.9768,Museums and Public Galleries,2023,,,,,,,,,,
,St MartinÃ¢â¬â¢s Place,,,Westminster,http://www.npg.org.uk/,1.00E+11,E09000033,,,-0.126871767,51.50888716,530087.1851,180546.9142,Museums and Public Galleries,2023,,,,,,,,,,
,Royal College of Surgeons,35-43 LincolnÃ¢â¬â¢s Inn Fields,,Westminster,http://www.medicalmuseums.org/,10091945440,E09000033,,,-0.114291539,51.51477419,530943.274,181223.9705,Museums and Public Galleries,2023,,,,,,,,,,
,35-43 Lincoln's Inn Fields,,,Westminster,https://www.rcseng.ac.uk/,10091945440,E09000033,,,-0.114291539,51.51477419,530943.274,181223.9705,Museums and Public Galleries,2023,,,,,,,,,,
,Hampstead Ln,Highgate,,Camden,http://www.culture24.org.uk/mw387,10091954503,E09000007,,,-0.166020721,51.57082353,527197.8458,187365.6024,Museums and Public Galleries,2023,,,,,,,,,,
,Bourne Road,Bexley,Kent,Bexley,https://www.hallplace.org.uk/,1.00E+11,E09000004,,,0.16186577,51.44750903,550324.6212,174274.2463,Museums and Public Galleries,2023,,,,,,,,,,
,136 Kingsland Road,London,,Hackney,http://www.geffrye-museum.org.uk/,1.00E+11,E09000012,,,-0.074657422,51.53104717,533645.5502,183105.1774,Museums and Public Galleries,2023,,,,,,,,,,
,Ham House and Garden,Ham St,Richmond-upon-Tham,Richmond upon Thames,https://www.nationaltrust.org.uk/ham-house-and-garden,1.00E+11,E09000027,,,-0.314897784,51.4431649,517207.7422,172921.2992,Museums and Public Galleries,2023,,,,,,,,,,
,Riverside,Twickenham,,Richmond upon Thames,http://www.richmond.gov.uk/arts,1.00E+11,E09000027,,,-0.317512279,51.44681783,517016.7186,173323.3481,Museums and Public Galleries,2023,,,,,,,,,,
,ÃÂ High St,Bromley,,Bromley,,1.00E+11,E09000006,,,0.016066784,51.40324078,540329.3874,169062.757,Museums and Public Galleries,2023,,,,,,,,,,
,Bethlem Royal Hospital,Monks Orchard Road,,Bromley,http://museumofthemind.org.uk/,1.00E+11,E09000006,,,-0.028155004,51.38039353,537321.9031,166438.461,Museums and Public Galleries,2023,,,,,,,,,,
,17 Gough Square,,,City of London,http://www.drjohnsonshouse.org/,1.00E+11,E09000001,,,-0.106575808,51.51452396,531479.3341,181209.9645,Museums and Public Galleries,2023,,,,,,,,,,
,10 S Access Rd,Walthamstow,,Waltham Forest,http://e17pumphouse.org.uk/,1.00E+11,E09000031,,,-0.033171337,51.57620829,536387.8999,188203.7301,Museums and Public Galleries,2023,,,,,,,,,,
,Vestry Road,,,Waltham Forest,http://www.walthamforest.gov.uk/vestry-house,1.00E+11,E09000031,,,-0.011143846,51.58350852,537892.0644,189056.8269,Museums and Public Galleries,2023,,,,,,,,,,
,2 & 4 Homerton High St,,,Hackney,www.Ã¢â¬â¹nationaltrust.Ã¢â¬â¹org.Ã¢â¬â¹uk/Ã¢â¬â¹sutton-Ã¢â¬â¹house,1.00E+11,E09000012,,,-0.048814315,51.54797778,535387.7472,185035.4346,Museums and Public Galleries,2023,,,,,,,,,,
,5 Lambeth Palace Rd,Lambeth,,Lambeth,www.Ã¢â¬â¹gardenmuseum.Ã¢â¬â¹org.Ã¢â¬â¹uk,1.00E+11,E09000022,,,-0.118613722,51.49453609,530701.2667,178965.7618,Museums and Public Galleries,2023,,,,,,,,,,
,Chesterfield Walk,Lewisham,,Greenwich,http://www.english-heritage.org.uk/visit/places/rangers-house-the-wernher-collection/,1.00E+11,E09000011,,,-1.71E-05,51.47289476,538999.2545,176777.5753,Museums and Public Galleries,2023,,,,,,,,,,
,12 Crooms Hill,,,Greenwich,https://www.thefanmuseum.org.uk/,1.00E+11,E09000011,,,-0.006612863,51.47846443,538524.3178,177384.4334,Museums and Public Galleries,2023,,,,,,,,,,
,King William Walk,Greenwich,,Greenwich,www.Ã¢â¬â¹ornc.Ã¢â¬â¹org,1.00E+11,E09000011,,,-0.004804325,51.48245234,538637.8057,177831.3052,Museums and Public Galleries,2023,,,,,,,,,,
,Prince Consort Rd,Kensington,,Westminster,www.Ã¢â¬â¹rcm.Ã¢â¬â¹ac.Ã¢â¬â¹uk/Ã¢â¬â¹visit/Ã¢â¬â¹museum/Ã¢â¬â¹,1.00E+11,E09000033,,,-0.175312754,51.49876874,526753.831,179336.82,Museums and Public Galleries,2023,,,,,,,,,,
,Green Dragon Lane,Brentford,,Hounslow,www.Ã¢â¬â¹waterandsteam.Ã¢â¬â¹org.Ã¢â¬â¹uk,1.00E+11,E09000018,,,-0.288952709,51.48854503,518892.881,178009.4701,Museums and Public Galleries,2023,,,,,,,,,,
,Central Library,14-16 High Street,Uxbridge,Hillingdon,https://www.hillingdon.gov.uk/history,1.00E+11,E09000017,,,-0.47672958,51.54468289,505726.4508,183964.381,Museums and Public Galleries,2023,,,,,,,,,,
,Trafalgar Square,,,Westminster,http://www.nationalgallery.org.uk/,1.00E+11,E09000033,,,-0.126076999,51.50858667,530143.1916,180514.9111,Museums and Public Galleries,2023,,,,,,,,,,
,36 Craven Street,,,Westminster,http://www.benjaminfranklinhouse.org/,1.00E+11,E09000033,,,-0.123312015,51.50713046,530339.2146,180357.895,Museums and Public Galleries,2023,,,,,,,,,,
,64 Wimpole St,Marylebone,,Westminster,https://bda.org/museum,1.00E+11,E09000033,,,-0.147037043,51.51806617,528662.0196,181532.0152,Museums and Public Galleries,2023,,,,,,,,,,
,25 Hartington Road,,,Hounslow,http://www.hounslow.info/arts-culture/historic-houses-museums/hogarth-house/#,1.00E+11,E09000018,,,-0.25341912,51.48650733,521365.1717,177841.1027,Museums and Public Galleries,2023,,,,,,,,,,
,Bruce Castle Museum,Lordship Lane,,Haringey,http://www.haringey.gov.uk/leisure/brucecastlemuseum,1.00E+11,E09000014,,,-0.073849803,51.59864748,533503.6779,190624.0134,Museums and Public Galleries,2023,,,,,,,,,,
,Down House,Luxted Road,ÃÂ Downe,Bromley,www.english-heritage.org.uk/darwin/,1.00E+11,E09000006,,,0.055057521,51.33089928,543266.5068,161093.6913,Museums and Public Galleries,2023,,,,,,,,,,
,150 London Wall,,,City of London,http://www.museumoflondon.org.uk/london-wall/#,2.00E+11,E09000001,,,-0.094482179,51.51728697,532310.4243,181538.9905,Museums and Public Galleries,2023,,,,,,,,,,
,Level 3,Barbican Centre,Silk Street,City of London,http://www.barbican.org.uk/artgallery,2.00E+11,E09000001,,,-0.092517837,51.51944948,532440.4365,181783.0158,Museums and Public Galleries,2023,,,,,,,,,,
,UK Office 44 Moorfields,,,City of London,http://www.redcross.org.uk/museumandarchives,2.00E+11,E09000001,,,-0.087065249,51.51858074,532821.2374,181696.2928,Museums and Public Galleries,2023,,,,,,,,,,
,Guildhall Art Gallery Cultural and Visitor Develop,,,City of London,http://www.guildhallartgallery.cityoflondon.gov.uk/,2.00E+11,E09000001,,,-0.09004913,51.51505639,532624.4597,181298.971,Museums and Public Galleries,2023,,,,,,,,,,
,Southbank Centre,Belvedere Road,,Lambeth,http://ticketing.southbankcentre.co.uk/venues/hayward-gallery#,2.00E+11,E09000022,,,-0.113862479,51.50562082,530999.2883,180206.877,Museums and Public Galleries,2023,,,,,,,,,,
,St. Thomas Hospital,2 Lambeth Palace Road,,Lambeth,http://www.florence-nightingale.co.uk/,2.00E+11,E09000022,,,-0.115424879,51.49953929,530908.2844,179527.8141,Museums and Public Galleries,2023,,,,,,,,,,
,6 Rangers Road,,Chingford,Waltham Forest,www.cityoflondon.gov.uk/things-to-do/green-spaces/epping-forest/Pages/default.aspx,2.00E+11,E09000031,,,0.019126479,51.63389537,539834.4036,194717.532,Museums and Public Galleries,2023,,,,,,,,,,
,Lloyd Park House,531 Forest Rd,Walthamstow,Waltham Forest,http://wmgallery.org.uk/,2.00E+11,E09000031,,,-0.018781165,51.59079662,537341.034,189852.9379,Museums and Public Galleries,2023,,,,,,,,,,
,King William Walk,Greenwich,,Greenwich,http://www.rmg.co.uk/cuttysark,2.00E+11,E09000011,,,-0.007899992,51.48229651,538423.3348,177808.1263,Museums and Public Galleries,2023,,,,,,,,,,
,Uxbridge,Middlesex,,Southwark,http://iwm.org.uk/,2.00E+11,E09000028,,,-0.07987744,51.50607879,533356.3966,180319.1307,Museums and Public Galleries,2023,,,,,,,,,,
,Lambeth Rd,,,Southwark,http://london.iwm.org.uk/,2.00E+11,E09000028,,,-0.106744975,51.49549623,531522.3553,179093.769,Museums and Public Galleries,2023,,,,,,,,,,
,9A St ThomasÃ¢â¬â¢ Street,,,Southwark,http://www.oldoperatingtheatre.com/,2.00E+11,E09000028,,,-0.086844633,51.50449961,532877.4967,180130.8567,Museums and Public Galleries,2023,,,,,,,,,,
,Brunel Engine House,Railway Avenue,Rotherhithe,Southwark,www.brunel-museum.org.uk/,2.00E+11,E09000028,,,-0.051351513,51.50108215,535350.7656,179815.8463,Museums and Public Galleries,2023,,,,,,,,,,
,Gallery Road,Dulwich Village,,Southwark,http://www.dulwichpicturegallery.org.uk/,2.00E+11,E09000028,,,-0.084837608,51.4454594,533188.5015,173569.2424,Museums and Public Galleries,2023,,,,,,,,,,
,Jersey Road,Isleworth,,Hounslow,https://www.nationaltrust.org.uk/osterley-park-and-house?p=1356312744250,2.00E+11,E09000018,,,-0.350182958,51.48898096,514640.9053,177960.4169,Museums and Public Galleries,2023,,,,,,,,,,
,Gunnersbury Park,Popes Ln,,Hounslow,www.hounslow.info Ã¢â¬Âº Arts & Culture Ã¢â¬Âº Historic Houses & Museums,2.00E+11,E09000018,,,-0.284755866,51.49903389,519156.9035,179182.6781,Museums and Public Galleries,2023,,,,,,,,,,
,63 Wells Street,Fitzrovnia,W1A 3AE,Westminster,https://www.cartoonmuseum.org/,10033643787,E09000033,,,-0.13865023,51.517581,529245.2533,181492.829,Museums and Public Galleries,2023,,,,,,,,,,
,"Rear of, 28 Amwell St",,,Islington,https://www.qbcentre.org.uk/,No UPRN found,E09000019,,,-0.10994,51.52836,531206.1586,182742.507,Museums and Public Galleries,2023,,,,,,,,,,
,16-18 Ramillies Street,London,W1F 7LW,Westminster,https://thephotographersgallery.org.uk/,10033542105,E09000033,,,-0.13904674,51.514925,529225.2587,181196.7789,Museums and Public Galleries,2023,,,,,,,,,,
,77-82 Whitechapel High Street,London,E17QX,Tower Hamlets,https://www.whitechapelgallery.org/,6011122,E09000030,,,-0.07038992,51.516172,533985.1773,181458.8395,Museums and Public Galleries,2023,,,,,,,,,,
,44 Museum Street,London,WC1A 1LY,Camden,https://www.cameramuseum.uk/museum-gallery,5110142,E09000007,,,-0.125256,51.517682,530174.2396,181527.7792,Museums and Public Galleries,2023,,,,,,,,,,
,15-20 Phoenix Place,London,WC1X 0DA,Camden,https://www.postalmuseum.org/,5191953,E09000007,,,-0.11408144,51.52476,530929.2212,182334.7735,Museums and Public Galleries,2023,,,,,,,,,,
,"	29-31 Rosebery Avenue",London,EC1R 4SL,Islington,https://www.dignityfunerals.co.uk/funeral-directors/locations/england/london/clerkenwell/29---31-roseber,5300079668,E09000019,,,-0.11132672,51.524095,531122.2196,182265.7528,Museums and Public Galleries,2023,,,,,,,,,,
,17 Lifford Street,London,SW15 1NY,Wandsworth,https://antiquebreadboards.com/,1.00E+11,E09000032,,,-0.21839674,51.463695,523858.3635,175362.906,Museums and Public Galleries,2023,,,,,,,,,,
,12 Walbrook,London,EC4N 8AA,City of London,https://www.londonmithraeum.com/,95514174,E09000001,,,-0.090813816,51.512711,532578.2115,181036.7768,Museums and Public Galleries,2023,,,,,,,,,,
,40 Sandycoombe Road,Twickenham,TW1 2LR,Richmond upon Thames,https://turnershouse.org/,1.00E+11,E09000027,,,-0.31622272,51.45381,517088.4431,174102.9731,Museums and Public Galleries,2023,,,,,,,,,,
,1-3 Richmond Road,Twickenham,TW1 3AB,Richmond upon Thames,https://www.eelpiemuseum.co.uk/,1.00E+11,E09000027,,,-0.3256336,51.448361,516448.4725,173482.0218,Museums and Public Galleries,2023,,,,,,,,,,
,18 Victoria Park Square,Chalk Farm Road,E2 9PF,Tower Hamlets,https://www.vaginamuseum.co.uk/,See notes,E09000030,,,-0.05318,51.52876,535141.9325,182890.3113,Museums and Public Galleries,2023,,,,,,,,,,
,20-21 Bloomsbury Way,London,WC1A 2TH,Camden,https://www.swedenborg.org.uk/,5088225,E09000007,,,-0.12286419,51.518012,530339.2383,181568.7286,Museums and Public Galleries,2023,,,,,,,,,,
,Main Road,Kent,TN16 3EJ,Bromley,https://bhmm.org.uk/,10070018882,E09000006,,,0.02357799,51.327177,541085.0099,160618.8371,Museums and Public Galleries,2023,,,,,,,,,,
,Kingston School of Art,"Grange Road
Kingston upon Thames",KT1 2QJ,Kingston upon Thames,https://www.stanleypickergallery.org/,128036412,E09000021,,,-0.29828949,51.40501,518460.4861,168704.9847,Museums and Public Galleries,2023,,,,,,,,,,
,1A Nelsons Row,London,SW4 7JR,Lambeth,https://www.studiovoltaire.org/,1.00E+11,E09000022,,,-0.13461766,51.462095,529682.236,175329.8335,Museums and Public Galleries,2023,,,,,,,,,,
,65-67 Peckham Rd,London,SE5 8UH,Southwark,https://www.southlondongallery.org/,2.00E+11,E09000028,,,-0.079775561,51.474285,533456.22,176783.841,Museums and Public Galleries,2023,,,,,,,,,,
,92 Webster Road,London,SE16 4DF,Southwark,https://www.mattsgallery.org/,2.00E+11,E09000028,,,-0.062864801,51.495482,534568.1987,179171.8881,Museums and Public Galleries,2023,,,,,,,,,,
,"1 Park Approach, Southwark Park",London,SE16 2UA,Southwark,https://southwarkparkgalleries.org/,10000811264,E09000028,,,-0.053931951,51.494147,535192.1915,179039.8886,Museums and Public Galleries,2023,,,,,,,,,,
